[*] Start mutation process:
   - targets: mutatest
   - tests: ./mutatest/tests_50
[*] 95 tests passed:
   - tests_50.all_op_types [1.77136 s]
   - tests_50.conftest [0.30002 s]
   - tests_50.test_api [1.62358 s]
   - tests_50.test_cache [1.68239 s]
   - tests_50.test_cli [2.52973 s]
   - tests_50.test_transformers [1.61822 s]
[*] Start mutants generation and execution:
   - [# 158] CRP mutatest.cache: [2.52553 s] survived
   - [# 159] CRP mutatest.cache: [3.19950 s] survived
   - [# 160] CRP mutatest.cache: [2.46867 s] survived
   - [# 161] CRP mutatest.cache: [1.85010 s] survived
   - [# 162] CRP mutatest.cache: [3.11615 s] survived
   - [# 163] CRP mutatest.cache: [1.94584 s] survived
   - [# 164] CRP mutatest.cache: [3.28795 s] survived
   - [# 165] CRP mutatest.cache: [3.16888 s] survived
   - [# 166] CRP mutatest.cache: [2.94831 s] survived
   - [# 167] CRP mutatest.cache: [3.12107 s] survived
   - [# 168] LCR mutatest.cache: [2.47532 s] survived
   - [# 169] ROR mutatest.cache: [3.42812 s] survived
   - [# 170] AOD mutatest.cli: [2.47033 s] survived
   - [# 171] AOD mutatest.cli: [4.21981 s] survived
   - [# 172] AOD mutatest.cli: [3.75553 s] survived
   - [# 173] AOR mutatest.cli: [2.27719 s] survived
   - [# 174] AOR mutatest.cli: [3.61412 s] survived
   - [# 175] AOR mutatest.cli: [3.55182 s] survived
   - [# 176] AOR mutatest.cli: [3.77951 s] survived
   - [# 177] AOR mutatest.cli: [3.65795 s] survived
   - [# 178] AOR mutatest.cli: [2.42860 s] survived
   - [# 179] AOR mutatest.cli: [3.75472 s] survived
   - [# 180] AOR mutatest.cli: [3.66865 s] survived
   - [# 181] AOR mutatest.cli: [2.61414 s] survived
   - [# 182] AOR mutatest.cli: [3.57244 s] survived
   - [# 183] AOR mutatest.cli: [2.60435 s] survived
   - [# 184] AOR mutatest.cli: [3.69057 s] survived
   - [# 185] AOR mutatest.cli: [3.57149 s] survived
   - [# 186] AOR mutatest.cli: [3.65003 s] survived
   - [# 187] AOR mutatest.cli: [3.78707 s] survived
   - [# 188] AOR mutatest.cli: [2.33456 s] survived
   - [# 189] AOR mutatest.cli: [3.69588 s] survived
   - [# 190] AOR mutatest.cli: [3.74021 s] survived
   - [# 191] AOR mutatest.cli: [2.75176 s] survived
   - [# 192] AOR mutatest.cli: [3.73757 s] survived
   - [# 193] AOR mutatest.cli: [3.75312 s] survived
   - [# 194] AOR mutatest.cli: [2.70661 s] survived
   - [# 195] BCR mutatest.cli: [3.69864 s] survived
   - [# 196] BCR mutatest.cli: [3.67753 s] survived
   - [# 197] COD mutatest.cli: [2.50178 s] survived
   - [# 198] COD mutatest.cli: [3.77454 s] survived
   - [# 199] COD mutatest.cli: [2.44221 s] survived
   - [# 200] COI mutatest.cli: [3.68655 s] survived
   - [# 201] COI mutatest.cli: [3.66401 s] survived
   - [# 202] COI mutatest.cli: [3.76014 s] survived
   - [# 203] COI mutatest.cli: [3.69061 s] survived
   - [# 204] COI mutatest.cli: [2.38069 s] survived
   - [# 205] COI mutatest.cli: [3.89041 s] survived
   - [# 206] COI mutatest.cli: [3.79591 s] survived
   - [# 207] COI mutatest.cli: [2.66330 s] survived
   - [# 208] COI mutatest.cli: [3.79861 s] survived
   - [# 209] COI mutatest.cli: [3.68449 s] survived
   - [# 210] COI mutatest.cli: [2.45730 s] survived
   - [# 211] COI mutatest.cli: [3.82297 s] survived
   - [# 212] COI mutatest.cli: [2.36621 s] survived
   - [# 213] COI mutatest.cli: [3.71790 s] survived
   - [# 214] COI mutatest.cli: [3.67147 s] survived
   - [# 215] COI mutatest.cli: [3.75162 s] survived
   - [# 216] COI mutatest.cli: [3.74971 s] survived
   - [# 217] COI mutatest.cli: [3.72946 s] survived
   - [# 218] COI mutatest.cli: [3.84287 s] survived
   - [# 219] COI mutatest.cli: [3.32915 s] survived
   - [# 220] COI mutatest.cli: [3.85304 s] survived
   - [# 221] COI mutatest.cli: [2.63112 s] survived
   - [# 222] COI mutatest.cli: [3.76886 s] survived
   - [# 223] COI mutatest.cli: [3.90708 s] survived
   - [# 224] COI mutatest.cli: [3.93602 s] survived
   - [# 225] COI mutatest.cli: [3.76525 s] survived
   - [# 226] COI mutatest.cli: [2.47620 s] survived
   - [# 227] CRP mutatest.cli: [3.68193 s] survived
   - [# 228] CRP mutatest.cli: [3.56693 s] survived
   - [# 229] CRP mutatest.cli: [3.65632 s] survived
   - [# 230] CRP mutatest.cli: [3.61598 s] survived
   - [# 231] CRP mutatest.cli: [2.34843 s] survived
   - [# 232] CRP mutatest.cli: [3.60359 s] survived
   - [# 233] CRP mutatest.cli: [3.67799 s] survived
   - [# 234] CRP mutatest.cli: [3.74542 s] survived
   - [# 235] CRP mutatest.cli: [2.36177 s] survived
   - [# 236] CRP mutatest.cli: [3.80026 s] survived
   - [# 237] CRP mutatest.cli: [3.87433 s] survived
   - [# 238] CRP mutatest.cli: [3.68185 s] survived
   - [# 239] CRP mutatest.cli: [2.59092 s] survived
   - [# 240] CRP mutatest.cli: [3.70554 s] survived
   - [# 241] CRP mutatest.cli: [3.75575 s] survived
   - [# 242] CRP mutatest.cli: [2.45461 s] survived
   - [# 243] CRP mutatest.cli: [3.68366 s] survived
   - [# 244] CRP mutatest.cli: [3.59987 s] survived
   - [# 245] CRP mutatest.cli: [3.69152 s] survived
   - [# 246] CRP mutatest.cli: [3.71191 s] survived
